Amz1,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anapc1,FALSE,NA,NA,eBMD_natGentic2018,184.3793115,62.92968731,80.17007635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anapc4,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anapc5,NA,NA,NA,NA,268.8549801,168.1125628,173.2758067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Angpt1,TRUE,2.75E-05,GC_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kng2.Gdpd2.Y.Adipoq.Lepr+ BMSC,Gdpd2.Y.Adipoq.Lepr+ BMSC,Y.Adipoq.Lepr+ BMSC,Adipoq.Lepr+ BMSC,Lepr+ BMSC,Lepr+ BMSC,
Angpt2,TRUE,1.44E-05,GC_11,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Y.Il33.Ccl11.Y.Pericyte,Lypd2.Y.Y.Y.Meninges","Y.Y.Y.Meninges,Il33.Ccl11.Y.Pericyte",Y.Y.Meninges,Y.Meninges,Meninges,NA,
Angpt4,TRUE,2.18E-05,GC_7,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,"Ppbp.Dmp1.Birc5.Dapk2.Pre-ob,Mmp13.Dmp1.Angpt4.Dapk2.Pre-ob,Col13a1.Dmp1.Angpt4.Dapk2.Pre-ob,Lars2.Dmp1.Angpt4.Dapk2.Pre-ob,Mmp9.Dmp1.Angpt4.Dapk2.Pre-ob,Y.Kcnk2.Angpt4.Dapk2.Pre-ob,Y.Wif1.Y.Kcnk2.Lepr+ BMSC,Y.Lpl.Y.Kcnk2.Lepr+ BMSC","Kcnk2.Angpt4.Dapk2.Pre-ob,Wif1.Y.Kcnk2.Lepr+ BMSC,Lpl.Y.Kcnk2.Lepr+ BMSC,Dmp1.Angpt4.Dapk2.Pre-ob","Y.Kcnk2.Lepr+ BMSC,Angpt4.Dapk2.Pre-ob","Kcnk2.Lepr+ BMSC,Dapk2.Pre-ob",NA,NA,
Angptl1,TRUE,3.00E-05,GC_4,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,"Cytl1.Y.Omd.Prg4.CPC,Myoc.Y.Cilp.Prg4.CPC,Krtdap.Y.Pi16.Col6a6.Ly6a+ MSC,Aspm.Y.Pi16.Col6a6.Ly6a+ MSC,Y.Pi16.Clec3b.Col6a6.Ly6a+ MSC,Y.Kcnj8.Clec3b.Col6a6.Ly6a+ MSC,Y.Agtr2.Clec3b.Col6a6.Ly6a+ MSC,Cilp.Sod3.Clec3b.Col6a6.Ly6a+ MSC,Clec3b.Y.Y.Wnt2.Late.MSC,Mmp3.Spon2.Anxa8.Aspn.Fibro,Thbs4.Y.Ptx4.Aspn.Fibro,Mstn.Y.Ptx4.Aspn.Fibro","Y.Pi16.Col6a6.Ly6a+ MSC,Pi16.Clec3b.Col6a6.Ly6a+ MSC,Kcnj8.Clec3b.Col6a6.Ly6a+ MSC,Agtr2.Clec3b.Col6a6.Ly6a+ MSC,Sod3.Clec3b.Col6a6.Ly6a+ MSC,Spon2.Anxa8.Aspn.Fibro,Y.Ptx4.Aspn.Fibro","Pi16.Col6a6.Ly6a+ MSC,Clec3b.Col6a6.Ly6a+ MSC,Ptx4.Aspn.Fibro",Col6a6.Ly6a+ MSC,Ly6a+ MSC,Ly6a+ MSC,
Angptl2,TRUE,0.000123183,GC_4,NA,167.4711756,185.0483978,108.3456802,NA,NA,NA,TRUE,NA,"Y.Y.Tnn+ Aspn+ BMSC,Ptgs2.Spon2.Anxa8.Aspn.Fibro",Y.Tnn+ Aspn+ BMSC,Tnn+ Aspn+ BMSC,Ostn.Pre-ob,NA,NA,
Angptl4,TRUE,4.28E-05,GC_5,NA,29.95209618,16.11321104,101.2064117,NA,NA,NA,NA,NA,Serpina3g.Esm1.Y.Adipoq.Lepr+ BMSC,Esm1.Y.Adipoq.Lepr+ BMSC,Y.Adipoq.Lepr+ BMSC,Adipoq.Lepr+ BMSC,Lepr+ BMSC,Lepr+ BMSC,
Angptl7,TRUE,2.88E-06,GC_8,NA,2.018786029,118.2997872,16.24477266,NA,TRUE,NA,NA,NA,"Cilp.Y.Omd.Prg4.CPC,Y.Serpina1a+ Chondro,Y.Slurp1.Anxa8.Aspn.Fibro,Mmp3.Spon2.Anxa8.Aspn.Fibro,Thbs4.Y.Ptx4.Aspn.Fibro,Mstn.Y.Ptx4.Aspn.Fibro,Y.Clec3b.Y.Slurp1.Fibro,Y.Tesc.Y.Slurp1.Fibro","Slurp1.Anxa8.Aspn.Fibro,Spon2.Anxa8.Aspn.Fibro,Y.Ptx4.Aspn.Fibro,Clec3b.Y.Slurp1.Fibro,Tesc.Y.Slurp1.Fibro,Serpina1a+ Chondro","Anxa8.Aspn.Fibro,Ptx4.Aspn.Fibro,Y.Slurp1.Fibro","Aspn.Fibro,Slurp1.Fibro",Fibro,Fibroblast,
Ank,TRUE,5.18E-05,GC_10,NA,102.7237281,161.6861034,65.41076949,TRUE,TRUE,NA,NA,"Craniometaphyseal dysplasia,Calcium pyrophosphate deposition disease (familial chondrocalcinosis) type 2","Pcp4l1.Y.Cilp.Prg4.CPC,Myoc.Y.Cilp.Prg4.CPC,Chrdl2.Y.Cilp.Prg4.CPC,Serpina1c.Serpina1b.Y.Il17b.Mature Chondro,Col13a1.Dmp1.Angpt4.Dapk2.Pre-ob,Mmp3.Spon2.Anxa8.Aspn.Fibro,Ptgs2.Spon2.Anxa8.Aspn.Fibro,Y.Clec3b.Y.Slurp1.Fibro,Y.Tesc.Y.Slurp1.Fibro,Y.Y.Y.Lipc.HC,Y.Mepe.Y.Pde11a.HC,Pla2g10.Ffar4.Y.Pde11a.HC,Cst6.Pcp4.Crispld1.Ucma.CPC","Spon2.Anxa8.Aspn.Fibro,Clec3b.Y.Slurp1.Fibro,Tesc.Y.Slurp1.Fibro,Y.Y.Lipc.HC,Mepe.Y.Pde11a.HC,Y.Cilp.Prg4.CPC,Serpina1b.Y.Il17b.Mature Chondro","Y.Slurp1.Fibro,Y.Lipc.HC,Y.Pde11a.HC,Cilp.Prg4.CPC","Slurp1.Fibro,Lipc.HC,Pde11a.HC,Prg4.CPC","Fibro,HC",Fibroblast,
Ank1,FALSE,NA,NA,NA,9.883961475,173.2820471,13.27664739,NA,NA,NA,NA,NA,"Y.Fitm1.Y.Pclaf.Early.MSC,Hist1h1b.Ctse.Y.Y.Low quality cell,Ifitm6.Ctse.Y.Y.Low quality cell,Y.Rsad2.Y.Y.Low quality cell","Fitm1.Y.Pclaf.Early.MSC,Ctse.Y.Y.Low quality cell,Rsad2.Y.Y.Low quality cell",Y.Y.Low quality cell,Y.Low quality cell,Low quality cell,NA,
Ank2,TRUE,1.30E-05,GC_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lypd2.Y.Y.Y.Meninges,Y.Y.Y.Meninges,Y.Y.Meninges,Y.Meninges,Meninges,NA,
Ank3,TRUE,1.36E-05,GC_10,eBMD_natGentic2018,40.63861639,114.0716531,39.62185926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankfn1,FALSE,NA,NA,"Bone stiffness index,eBMD_natGentic2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankfy1,NA,NA,NA,NA,112.7600039,40.33022434,65.82747986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankle2,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd1,NA,NA,NA,NA,13.09270736,204.0138793,21.1746217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd11,NA,NA,NA,NA,183.6000736,111.2280788,165.9950908,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd12,TRUE,5.54E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd17,NA,NA,NA,NA,155.2276665,88.02296768,136.6663266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd2,NA,NA,NA,NA,0.208772589,628.9032441,0.168631306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd23,NA,NA,NA,NA,3.292047277,1517.130771,4.257309316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Ankrd37,TRUE,1.06E-05,GC_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd40,NA,NA,NA,NA,64.67960679,176.7744761,41.76864297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd44,TRUE,2.28E-05,GC_4,NA,45.80812003,10.67582948,142.6643494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd50,NA,NA,NA,NA,105.408186,26.92450469,45.96807518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ankrd6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Anks1,FALSE,NA,NA,Total body bone mineral density (MTAG),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anks1b,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anks6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Anln,TRUE,1.64E-05,GC_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y.Matn1.Mecom.Y.Hmmr+ CPC,Y.Y.Hist1h2ap.Y.Hmmr+ CPC,Tcf7.Dmp1.Birc5.Dapk2.Pre-ob,Aspm.Y.Pi16.Col6a6.Ly6a+ MSC","Matn1.Mecom.Y.Hmmr+ CPC,Y.Hist1h2ap.Y.Hmmr+ CPC",Hist1h2ap.Y.Hmmr+ CPC,NA,NA,NA,
Ano1,TRUE,6.94E-05,GC_11,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Myh11.Higd1b.Ccl11.Y.Pericyte,Ifitm5.Y.Gal.Col22a1.Y.Y.Ob,Bglap3.Y.Gal.Col22a1.Y.Y.Ob,Car3.Y.Gal.Col22a1.Y.Y.Ob,Lars2.Y.Gal.Col22a1.Y.Y.Ob,Ptprz1.Y.Y.Bglap3.Y.Y.Ob,Car3.Y.Y.Bglap3.Y.Y.Ob,Bglap2.Y.Y.Bglap3.Y.Y.Ob","Higd1b.Ccl11.Y.Pericyte,Y.Gal.Col22a1.Y.Y.Ob,Y.Y.Bglap3.Y.Y.Ob","Gal.Col22a1.Y.Y.Ob,Y.Bglap3.Y.Y.Ob","Col22a1.Y.Y.Ob,Bglap3.Y.Y.Ob",Y.Y.Ob,Y.Ob,
Ano10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ano5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gnathodiaphyseal dysplasia,NA,NA,NA,NA,NA,NA,
Ano6,TRUE,3.40E-05,GC_11,NA,118.9316122,67.85803707,91.47919858,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ano8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anp32a,NA,NA,NA,NA,124.2363981,56.03720594,63.65565144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anp32b,NA,NA,NA,NA,284.9221915,46.9414354,161.2686766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anpep,TRUE,1.74E-05,GC_4,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,"Wfdc21.Y.Y.Sfrp4.Late.MSC,Krtdap.Y.Pi16.Col6a6.Ly6a+ MSC",Y.Pi16.Col6a6.Ly6a+ MSC,Pi16.Col6a6.Ly6a+ MSC,NA,NA,NA,
Antxr1,TRUE,5.77E-05,GC_7,NA,264.9191894,88.18735531,151.0951444,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Antxr2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Hyaline Fibromatosis syndrome,NA,NA,NA,NA,NA,NA,
Anxa1,TRUE,9.59E-05,GC_10,NA,486.8900507,97.64123158,419.3538957,TRUE,NA,TRUE,NA,NA,"Wfdc21.Y.Y.Sfrp4.Late.MSC,Y.Slurp1.Y.Clic5.Ly6a+ MSC,Y.Htra4.Y.Clic5.Ly6a+ MSC,Y.Ccl2.Y.Adipoq.Lepr+ BMSC","Slurp1.Y.Clic5.Ly6a+ MSC,Htra4.Y.Clic5.Ly6a+ MSC,Ccl2.Y.Adipoq.Lepr+ BMSC",Y.Clic5.Ly6a+ MSC,Clic5.Ly6a+ MSC,NA,NA,
Anxa13,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anxa2,NA,NA,NA,NA,740.1789456,168.0252447,541.7927936,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Anxa3,TRUE,4.41E-05,GC_2,NA,76.93645466,32.47572036,110.6852201,NA,NA,NA,NA,NA,"Y.Y.Y.Aldh1a3+ HC,Krtdap.Y.Pi16.Col6a6.Ly6a+ MSC,Aspm.Y.Pi16.Col6a6.Ly6a+ MSC,Y.Slurp1.Y.Clic5.Ly6a+ MSC,Y.Htra4.Y.Clic5.Ly6a+ MSC,Y.Tesc.Y.Slurp1.Fibro,Y.Pla2g10.Y.Pde11a.HC,Ocm.Ffar4.Y.Pde11a.HC,Pla2g10.Ffar4.Y.Pde11a.HC,Krt18.Ffar4.Y.Pde11a.HC,Y.Y.Y.Ffar4+ HC","Y.Pi16.Col6a6.Ly6a+ MSC,Slurp1.Y.Clic5.Ly6a+ MSC,Htra4.Y.Clic5.Ly6a+ MSC,Tesc.Y.Slurp1.Fibro,Pla2g10.Y.Pde11a.HC,Ffar4.Y.Pde11a.HC,Y.Y.Ffar4+ HC,Y.Y.Aldh1a3+ HC","Pi16.Col6a6.Ly6a+ MSC,Y.Clic5.Ly6a+ MSC,Y.Pde11a.HC,Y.Ffar4+ HC,Y.Aldh1a3+ HC","Clic5.Ly6a+ MSC,Pde11a.HC,Ffar4+ HC,Aldh1a3+ HC","HC,Tex14+ HC",NA,
Anxa4,NA,NA,NA,NA,142.3946325,53.44765834,101.0180351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anxa5,NA,NA,NA,NA,471.4562685,151.4215412,348.4574716,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Anxa6,NA,NA,NA,NA,276.3485432,205.1417627,160.159186,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anxa7,NA,NA,NA,NA,133.0342612,120.6413883,87.92788108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Anxa8,TRUE,2.46E-05,GC_1,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Cilp.Y.Omd.Prg4.CPC,Chad.Y.Omd.Prg4.CPC,Chrdl2.Y.Cilp.Prg4.CPC,Y.Serpina1a+ Chondro,Pla2g10.Serpina1b.Y.Il17b.Mature Chondro,Serpina1c.Serpina1b.Y.Il17b.Mature Chondro,R3hdml.Serpina1d.Y.Il17b.Mature Chondro,Y.Ihh.Y.Il17b.Mature Chondro,Y.Panx3.Y.Il17b.Mature Chondro,Y.Y.Y.Ihh.Mature Chondro,Cilp.Sod3.Clec3b.Col6a6.Ly6a+ MSC,Y.Slurp1.Y.Clic5.Ly6a+ MSC,Y.Slurp1.Anxa8.Aspn.Fibro,Mmp3.Spon2.Anxa8.Aspn.Fibro,Ptgs2.Spon2.Anxa8.Aspn.Fibro,Y.Clec3b.Y.Slurp1.Fibro,Y.Tesc.Y.Slurp1.Fibro,Y.Pla2g10.Y.Pde11a.HC,Ocm.Ffar4.Y.Pde11a.HC,Pla2g10.Ffar4.Y.Pde11a.HC,Y.Y.Y.Ffar4+ HC,R3hdml.Pcp4.Crispld1.Ucma.CPC","Slurp1.Y.Clic5.Ly6a+ MSC,Slurp1.Anxa8.Aspn.Fibro,Spon2.Anxa8.Aspn.Fibro,Clec3b.Y.Slurp1.Fibro,Tesc.Y.Slurp1.Fibro,Pla2g10.Y.Pde11a.HC,Ffar4.Y.Pde11a.HC,Y.Y.Ffar4+ HC,Serpina1a+ Chondro,Serpina1b.Y.Il17b.Mature Chondro,Ihh.Y.Il17b.Mature Chondro,Panx3.Y.Il17b.Mature Chondro,Y.Y.Ihh.Mature Chondro","Y.Clic5.Ly6a+ MSC,Anxa8.Aspn.Fibro,Y.Slurp1.Fibro,Y.Pde11a.HC,Y.Ffar4+ HC,Y.Il17b.Mature Chondro,Y.Ihh.Mature Chondro","Clic5.Ly6a+ MSC,Aspn.Fibro,Slurp1.Fibro,Pde11a.HC,Ffar4+ HC,Il17b.Mature Chondro,Ihh.Mature Chondro","Fibro,HC,Mature Chondro","Fibroblast,Chondro",
Anxa9,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aoc3,TRUE,6.03E-05,GC_6,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Y.Il33.Ccl11.Y.Pericyte,Rgs5.Higd1b.Ccl11.Y.Pericyte,Myh11.Higd1b.Ccl11.Y.Pericyte,Y.Y.Pln.Y.Pericyte","Il33.Ccl11.Y.Pericyte,Higd1b.Ccl11.Y.Pericyte,Y.Pln.Y.Pericyte","Ccl11.Y.Pericyte,Pln.Y.Pericyte",Y.Pericyte,Pericyte,Pericyte,
Aopep,FALSE,NA,NA,NA,67.72615132,103.1581839,41.18762136,NA,NA,NA,NA,NA,"Y.Y.Y.Aldh1a3+ HC,Y.Pla2g10.Y.Pde11a.HC,Ocm.Ffar4.Y.Pde11a.HC,R3hdml.Pcp4.Crispld1.Ucma.CPC,Cst6.Pcp4.Crispld1.Ucma.CPC","Pla2g10.Y.Pde11a.HC,Ffar4.Y.Pde11a.HC,Y.Y.Aldh1a3+ HC","Y.Pde11a.HC,Y.Aldh1a3+ HC","Pde11a.HC,Aldh1a3+ HC",Tex14+ HC,NA,
Aox4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Ap1b1,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap1g1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap1s2,TRUE,2.40E-05,GC_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap1s3,NA,NA,NA,NA,6.906758943,0.649549081,107.4507728,NA,NA,NA,NA,NA,Y.Mzb1.Y.Y.Low quality cell,Mzb1.Y.Y.Low quality cell,NA,NA,NA,NA,
Ap2a2,NA,NA,NA,NA,154.8403262,64.61575933,83.61560476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap2b1,NA,NA,NA,NA,157.7355461,58.74148169,76.45524412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap2m1,NA,NA,NA,NA,340.9201165,138.4968186,268.6632937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap2s1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap3b1,FALSE,NA,NA,Pediatric bone mineral content (radius),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap3d1,NA,NA,NA,NA,179.1530153,52.36328225,88.26701115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap4e1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ap4m1,NA,NA,NA,NA,20.52558539,13.3754616,103.0503765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Apbb1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Apbb1ip,TRUE,4.92E-06,GC_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wfdc21.Y.Y.Sfrp4.Late.MSC,Y.Mzb1.Y.Y.Low quality cell,Y.Rsad2.Y.Y.Low quality cell","Mzb1.Y.Y.Low quality cell,Rsad2.Y.Y.Low quality cell",Y.Y.Low quality cell,Y.Low quality cell,Low quality cell,NA,
Apbb2,TRUE,3.38E-05,NA,NA,80.44549119,32.03644599,101.4877446,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Apc,FALSE,NA,NA,eBMD_natGentic2018,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Apc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sotos syndrome,NA,NA,NA,NA,NA,NA,
Apcs,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Api5,NA,NA,NA,NA,111.9046993,37.49178731,84.10831048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aplf,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Apln,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Aplnr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Aplp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,
Aplp2,NA,NA,NA,NA,343.6310196,206.1983456,297.3927292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Apmap,FALSE,NA,NA,Lumbar spine bone mineral density (integral),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Apoa1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Apoa2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Apoa4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Apob,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Apobec2,NA,NA,NA,NA,0.239063286,1286.744543,0.239233916,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Apoc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Apoc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Apod,TRUE,0.000107865,GC_3,NA,63.33054872,92.24968808,185.1925415,NA,NA,NA,NA,NA,"Wfdc21.Y.Y.Sfrp4.Late.MSC,Krtdap.Y.Pi16.Col6a6.Ly6a+ MSC,Aspm.Y.Pi16.Col6a6.Ly6a+ MSC,Y.Pi16.Clec3b.Col6a6.Ly6a+ MSC,Y.Kcnj8.Clec3b.Col6a6.Ly6a+ MSC,Scg3.Sod3.Clec3b.Col6a6.Ly6a+ MSC,Igfbp3.Y.Y.Wnt2.Late.MSC,Cilp.Sod3.Clec3b.Col6a6.Ly6a+ MSC,Clec3b.Y.Y.Wnt2.Late.MSC,Y.Y.Nppc.Aspn.Fibro,Adamdec1.Y.Y.Sfrp4.Late.MSC,Mstn.Y.Ptx4.Aspn.Fibro,Clec1a.Y.Y.Sfrp4.Late.MSC","Y.Y.Wnt2.Late.MSC,Y.Pi16.Col6a6.Ly6a+ MSC,Pi16.Clec3b.Col6a6.Ly6a+ MSC,Kcnj8.Clec3b.Col6a6.Ly6a+ MSC,Sod3.Clec3b.Col6a6.Ly6a+ MSC,Y.Y.Sfrp4.Late.MSC,Y.Nppc.Aspn.Fibro","Pi16.Col6a6.Ly6a+ MSC,Clec3b.Col6a6.Ly6a+ MSC,Nppc.Aspn.Fibro,Y.Wnt2.Late.MSC,Y.Sfrp4.Late.MSC","Col6a6.Ly6a+ MSC,Wnt2.Late.MSC,Sfrp4.Late.MSC",Ly6a+ MSC,Ly6a+ MSC,
Apoe,TRUE,0.00058799,GC_6,NA,247.5876223,175.45483,755.5439163,TRUE,NA,TRUE,NA,NA,"Ccl2.Y.Cxcl1.Col6a5.Lepr+ BMSC,Kng2.Esm1.Y.Adipoq.Lepr+ BMSC,Serpina3g.Esm1.Y.Adipoq.Lepr+ BMSC,Iigp1.Esm1.Y.Adipoq.Lepr+ BMSC,Esm1.Gdpd2.Y.Adipoq.Lepr+ BMSC,Y.Ccl2.Y.Adipoq.Lepr+ BMSC,Y.Ppbp.Y.Ppbp+ BMSC,Cst6.Pcp4.Crispld1.Ucma.CPC","Esm1.Y.Adipoq.Lepr+ BMSC,Gdpd2.Y.Adipoq.Lepr+ BMSC,Ccl2.Y.Adipoq.Lepr+ BMSC,Ppbp.Y.Ppbp+ BMSC",Y.Adipoq.Lepr+ BMSC,Adipoq.Lepr+ BMSC,Lepr+ BMSC,Lepr+ BMSC,
Apol6,NA,NA,NA,NA,10.75331509,117.088096,8.03713059,NA,NA,NA,NA,NA,"Ppbp.Dmp1.Birc5.Dapk2.Pre-ob,Mmp13.Dmp1.Angpt4.Dapk2.Pre-ob,Lars2.Dmp1.Angpt4.Dapk2.Pre-ob",NA,NA,NA,NA,NA,
Apold1,TRUE,7.75E-06,GC_11,eBMD_natGentic2018,NA,NA,NA,NA,TRUE,NA,NA,NA,"Rgs5.Higd1b.Ccl11.Y.Pericyte,Myh11.Higd1b.Ccl11.Y.Pericyte,Y.Y.Pln.Y.Pericyte,Y.Slurp1.Y.Clic5.Ly6a+ MSC,Y.Htra4.Y.Clic5.Ly6a+ MSC","Slurp1.Y.Clic5.Ly6a+ MSC,Htra4.Y.Clic5.Ly6a+ MSC,Higd1b.Ccl11.Y.Pericyte,Y.Pln.Y.Pericyte","Y.Clic5.Ly6a+ MSC,Ccl11.Y.Pericyte,Pln.Y.Pericyte","Clic5.Ly6a+ MSC,Y.Pericyte",Pericyte,Pericyte,
Apom,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
App,FALSE,NA,NA,NA,909.6788629,359.788132,485.0905984,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,
Appl2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aprt,NA,NA,NA,NA,65.51238356,14.81096029,101.6741516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aptx,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
